country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","14-04-2026 18:00:00",23.023389,72.515201,PM2.5,58,161,92
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","14-04-2026 18:00:00",23.023389,72.515201,NO2,6,28,12
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","14-04-2026 18:00:00",23.076793,72.627874,NO2,14,71,32
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","14-04-2026 18:00:00",23.076793,72.627874,NH3,1,3,2
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","14-04-2026 18:00:00",23.076793,72.627874,CO,4,52,12
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","14-04-2026 18:00:00",21.613267,73.010555,PM10,67,128,104
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","14-04-2026 18:00:00",21.613267,73.010555,NH3,6,8,7
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","14-04-2026 18:00:00",21.613267,73.010555,CO,33,58,39
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","14-04-2026 18:00:00",21.613267,73.010555,OZONE,11,33,25
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","14-04-2026 18:00:00",23.163798,72.677768,SO2,3,15,9
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","14-04-2026 18:00:00",23.243639,72.68994,PM10,80,188,118
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","14-04-2026 18:00:00",23.593150,72.372792,PM2.5,12,127,50
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","14-04-2026 18:00:00",28.4417,77.3217,SO2,6,6,6
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","14-04-2026 18:00:00",13.328028,75.797056,NO2,21,29,27
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","14-04-2026 18:00:00",15.459706,75.008381,NO2,31,31,31
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","14-04-2026 18:00:00",15.459706,75.008381,NH3,8,8,8
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","14-04-2026 18:00:00",15.459706,75.008381,SO2,7,8,7
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","14-04-2026 18:00:00",15.459706,75.008381,OZONE,30,31,30
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","14-04-2026 18:00:00",15.3714823,75.1160168,PM2.5,41,42,42
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","14-04-2026 18:00:00",15.3714823,75.1160168,NH3,2,2,2
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","14-04-2026 18:00:00",17.336318,76.847397,PM2.5,19,64,48
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","14-04-2026 18:00:00",17.336318,76.847397,PM10,25,83,61
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","14-04-2026 18:00:00",17.336318,76.847397,OZONE,11,21,18
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","14-04-2026 18:00:00",12.415911,75.735050,PM2.5,11,65,48
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","14-04-2026 18:00:00",12.415911,75.735050,PM10,10,59,43
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","14-04-2026 18:00:00",12.415911,75.735050,CO,8,22,14
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","14-04-2026 18:00:00",12.921418,77.502466,NO2,20,26,26
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","14-04-2026 18:00:00",12.990328,77.5431385,CO,6,28,15
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","14-04-2026 18:00:00",13.0246342,77.5080115,PM2.5,27,215,44
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","14-04-2026 18:00:00",13.0246342,77.5080115,NH3,4,4,4
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","14-04-2026 18:00:00",13.0246342,77.5080115,SO2,3,7,4
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","14-04-2026 18:00:00",12.917348,77.622813,NH3,NA,NA,NA
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","14-04-2026 18:00:00",12.917348,77.622813,CO,12,70,18
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","14-04-2026 18:00:00",11.55358,76.55521,PM2.5,26,39,31
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","14-04-2026 18:00:00",13.428828,77.731418,NH3,1,2,1
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","14-04-2026 18:00:00",30.1480566,77.2893471,NO2,11,20,16
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","14-04-2026 18:00:00",30.1480566,77.2893471,NH3,1,6,4
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","14-04-2026 18:00:00",30.943887,76.801991,PM2.5,42,203,100
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","14-04-2026 18:00:00",23.80569,86.44268,NO2,97,130,106
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","14-04-2026 18:00:00",23.80569,86.44268,SO2,NA,NA,NA
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","14-04-2026 18:00:00",23.80569,86.44268,OZONE,1,114,21
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB","14-04-2026 18:00:00",23.707909,86.414670,PM10,74,198,120
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","14-04-2026 18:00:00",13.029152,77.585901,OZONE,26,199,144
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","14-04-2026 18:00:00",12.938539,77.590100,CO,6,41,15
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","14-04-2026 18:00:00",12.938539,77.590100,OZONE,43,124,114
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","14-04-2026 18:00:00",12.920984,77.584908,PM10,80,144,110
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","14-04-2026 18:00:00",13.003872,77.664217,PM10,79,81,80
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","14-04-2026 18:00:00",13.003872,77.664217,OZONE,20,21,21
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","14-04-2026 18:00:00",13.0270199,77.494094,PM10,47,50,48
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","14-04-2026 18:00:00",13.0270199,77.494094,NO2,18,39,26
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB","14-04-2026 18:00:00",23.707909,86.414670,SO2,4,4,4
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","14-04-2026 18:00:00",16.172806,75.659694,PM10,53,54,53
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","14-04-2026 18:00:00",16.172806,75.659694,SO2,7,7,7
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","14-04-2026 18:00:00",16.172806,75.659694,OZONE,11,12,12
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","14-04-2026 18:00:00",12.9135218,77.5950804,PM2.5,36,51,43
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","14-04-2026 18:00:00",13.029152,77.585901,SO2,2,13,8
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","14-04-2026 18:00:00",29.966942,76.875879,OZONE,20,45,34
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","14-04-2026 18:00:00",27.9002,76.9938,SO2,31,37,34
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","14-04-2026 18:00:00",28.360699,76.936090,NO2,26,43,35
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","14-04-2026 18:00:00",28.360699,76.936090,CO,6,40,14
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","14-04-2026 18:00:00",28.1485564,77.3320667,NO2,23,24,24
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","14-04-2026 18:00:00",28.1485564,77.3320667,SO2,12,13,12
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","14-04-2026 18:00:00",29.140560,75.744941,PM10,NA,NA,NA
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","14-04-2026 18:00:00",29.140560,75.744941,SO2,NA,NA,NA
India,Haryana,Jind,"Police Lines, Jind - HSPCB","14-04-2026 18:00:00",29.307814,76.337619,CO,30,101,42
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","14-04-2026 18:00:00",29.8006,76.4155,OZONE,8,18,16
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","14-04-2026 18:00:00",29.695300,77.002700,NH3,6,7,6
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","14-04-2026 18:00:00",29.695300,77.002700,SO2,4,11,8
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","14-04-2026 18:00:00",29.432304,76.972765,PM2.5,35,72,56
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","14-04-2026 18:00:00",28.52123,76.37138,PM2.5,8,36,27
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","14-04-2026 18:00:00",29.536400,75.015800,OZONE,6,17,11
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","14-04-2026 18:00:00",29.027200,77.062100,PM10,107,199,154
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","14-04-2026 18:00:00",29.027200,77.062100,NH3,21,21,21
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","14-04-2026 18:00:00",28.4275,77.1465,PM10,110,141,120
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","14-04-2026 18:00:00",28.4275,77.1465,NO2,36,77,53
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","14-04-2026 18:00:00",28.4275,77.1465,NH3,11,21,15
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","14-04-2026 18:00:00",16.802639,75.722694,NO2,11,12,11
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","14-04-2026 18:00:00",16.802639,75.722694,OZONE,11,17,16
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","14-04-2026 18:00:00",16.7602,77.1428,PM2.5,60,102,79
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","14-04-2026 18:00:00",16.7602,77.1428,NO2,9,33,17
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","14-04-2026 18:00:00",16.7602,77.1428,OZONE,1,12,2
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","14-04-2026 18:00:00",11.875000,75.373200,PM10,47,54,49
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","14-04-2026 18:00:00",11.875000,75.373200,NO2,16,16,16
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","14-04-2026 18:00:00",11.875000,75.373200,SO2,NA,NA,NA
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","14-04-2026 18:00:00",11.875000,75.373200,CO,14,16,16
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","14-04-2026 18:00:00",8.8787,76.6073,PM10,72,81,76
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","14-04-2026 18:00:00",8.8787,76.6073,NO2,8,10,9
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","14-04-2026 18:00:00",8.563700,76.886500,OZONE,30,31,31
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","14-04-2026 18:00:00",8.5149093,76.9435879,NO2,NA,NA,NA
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","14-04-2026 18:00:00",22.7524,75.8872,CO,34,90,47
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","14-04-2026 18:00:00",22.6780,75.8559,PM2.5,8,318,118
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","14-04-2026 18:00:00",22.6780,75.8559,NO2,15,28,21
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","14-04-2026 18:00:00",22.6780,75.8559,OZONE,6,11,9
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","14-04-2026 18:00:00",22.7084,75.8815,CO,38,103,46
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","14-04-2026 18:00:00",23.163174,79.973061,PM10,27,96,44
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","14-04-2026 18:00:00",23.163174,79.973061,NO2,5,13,10
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","14-04-2026 18:00:00",23.163174,79.973061,OZONE,7,130,56
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","14-04-2026 18:00:00",23.142888,79.916147,NH3,2,2,2
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","14-04-2026 18:00:00",23.142888,79.916147,CO,28,112,35
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","14-04-2026 18:00:00",23.168606,79.932247,PM2.5,22,203,76
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","14-04-2026 18:00:00",23.218135,79.957770,NO2,27,80,44
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","14-04-2026 18:00:00",23.218135,79.957770,CO,29,120,50
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","14-04-2026 18:00:00",23.50016,80.23284,PM10,60,249,136
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","14-04-2026 18:00:00",23.50016,80.23284,CO,16,91,25
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","14-04-2026 18:00:00",23.108440,77.511428,NO2,17,207,99
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","14-04-2026 18:00:00",22.624758,75.675238,PM10,120,286,169
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","14-04-2026 18:00:00",22.624758,75.675238,SO2,3,84,19
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","14-04-2026 18:00:00",22.624758,75.675238,OZONE,72,150,112
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","14-04-2026 18:00:00",23.331731,75.045981,NO2,13,50,28
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","14-04-2026 18:00:00",26.203442,78.193251,NH3,3,5,4
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","14-04-2026 18:00:00",26.259242,78.216432,PM2.5,43,402,213
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","14-04-2026 18:00:00",26.200388,78.147714,PM10,70,341,135
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","14-04-2026 18:00:00",26.200388,78.147714,SO2,1,90,24
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","14-04-2026 18:00:00",22.7289,75.8076,NH3,NA,NA,NA
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","14-04-2026 18:00:00",22.7289,75.8076,CO,47,72,48
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","14-04-2026 18:00:00",22.4310,75.5213,PM2.5,39,326,189
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","14-04-2026 18:00:00",22.4310,75.5213,CO,10,135,33
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","14-04-2026 18:00:00",23.264759,77.381568,PM2.5,35,127,75
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","14-04-2026 18:00:00",23.264759,77.381568,NH3,6,7,6
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","14-04-2026 18:00:00",23.210494,77.425409,CO,1,107,18
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","14-04-2026 18:00:00",23.233584,77.400574,NH3,5,6,6
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","14-04-2026 18:00:00",23.233584,77.400574,SO2,1,22,13
India,"Madhya Pradesh",Damoh,"Shrivastav Colony, Damoh - MPPCB","14-04-2026 18:00:00",23.81748678,79.446246,PM10,52,212,110
India,"Madhya Pradesh",Sagar,"Deen Dayal Nagar, Sagar - MPPCB","14-04-2026 18:00:00",23.8640158,78.80289321,CO,26,101,84
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","14-04-2026 18:00:00",19.10122,74.73339,PM2.5,NA,NA,NA
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","14-04-2026 18:00:00",19.10122,74.73339,PM10,NA,NA,NA
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","14-04-2026 18:00:00",19.10122,74.73339,NO2,NA,NA,NA
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","14-04-2026 18:00:00",19.10122,74.73339,NH3,NA,NA,NA
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","14-04-2026 18:00:00",19.10122,74.73339,SO2,NA,NA,NA
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","14-04-2026 18:00:00",20.719516,77.000253,PM2.5,33,106,66
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","14-04-2026 18:00:00",20.719516,77.000253,NO2,5,34,14
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","14-04-2026 18:00:00",20.719516,77.000253,OZONE,13,104,92
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB","14-04-2026 18:00:00",19.2157840,73.1997810,PM10,43,70,59
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","14-04-2026 18:00:00",12.21041,76.37376,NH3,2,4,4
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","14-04-2026 18:00:00",12.21041,76.37376,SO2,2,5,3
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","14-04-2026 18:00:00",13.940000,75.555917,PM10,50,62,53
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","14-04-2026 18:00:00",20.939198,77.765701,OZONE,5,90,76
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","14-04-2026 18:00:00",19.875620,75.387310,PM2.5,NA,NA,NA
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","14-04-2026 18:00:00",19.8389439,75.244448,SO2,21,38,30
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","14-04-2026 18:00:00",19.863756,75.321188,PM2.5,36,96,64
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","14-04-2026 18:00:00",19.863756,75.321188,NO2,8,95,29
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","14-04-2026 18:00:00",19.16485,73.23409,CO,18,43,35
India,Maharashtra,Beed,"Bir, Beed - MPCB","14-04-2026 18:00:00",18.988474,75.753873,PM2.5,12,93,40
India,Maharashtra,Beed,"Bir, Beed - MPCB","14-04-2026 18:00:00",18.988474,75.753873,PM10,45,206,97
India,Maharashtra,Beed,"Bir, Beed - MPCB","14-04-2026 18:00:00",18.988474,75.753873,NO2,15,118,34
India,Maharashtra,Beed,"Bir, Beed - MPCB","14-04-2026 18:00:00",18.988474,75.753873,NH3,3,6,5
India,Maharashtra,Beed,"Bir, Beed - MPCB","14-04-2026 18:00:00",18.988474,75.753873,OZONE,6,53,49
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","14-04-2026 18:00:00",19.0243902,73.0406721,PM2.5,24,180,88
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","14-04-2026 18:00:00",19.0243902,73.0406721,SO2,13,14,13
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","14-04-2026 18:00:00",19.309073,73.057223,PM10,59,153,88
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","14-04-2026 18:00:00",19.065931,72.862131,OZONE,2,51,32
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","14-04-2026 18:00:00",19.23241,72.86895,NO2,22,77,37
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","14-04-2026 18:00:00",19.23241,72.86895,OZONE,10,77,76
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","14-04-2026 18:00:00",19.2243333,72.8658113,NH3,1,18,6
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","14-04-2026 18:00:00",18.9767,72.8380,PM2.5,43,94,54
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","14-04-2026 18:00:00",18.9767,72.8380,NO2,11,51,24
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","14-04-2026 18:00:00",18.9767,72.8380,OZONE,1,62,45
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","14-04-2026 18:00:00",19.11074,72.86084,SO2,1,8,2
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","14-04-2026 18:00:00",19.11074,72.86084,CO,21,53,31
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","14-04-2026 18:00:00",19.11074,72.86084,OZONE,16,98,69
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","14-04-2026 18:00:00",19.0364585,72.8954371,NH3,6,9,7
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","14-04-2026 18:00:00",19.0364585,72.8954371,CO,51,72,60
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB","14-04-2026 18:00:00",19.710842,77.151824,SO2,6,16,9
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB","14-04-2026 18:00:00",19.710842,77.151824,OZONE,62,236,230
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","14-04-2026 18:00:00",21.001264,75.565602,PM10,65,137,104
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","14-04-2026 18:00:00",21.001264,75.565602,NO2,6,35,11
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","14-04-2026 18:00:00",21.001264,75.565602,SO2,3,21,10
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","14-04-2026 18:00:00",21.001264,75.565602,OZONE,46,112,97
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","14-04-2026 18:00:00",19.854616,75.905894,PM10,54,122,89
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","14-04-2026 18:00:00",19.25292,73.142019,PM10,32,65,51
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","14-04-2026 18:00:00",19.25292,73.142019,NO2,33,47,37
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","14-04-2026 18:00:00",19.25292,73.142019,NH3,1,1,1
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","14-04-2026 18:00:00",19.25292,73.142019,OZONE,8,8,8
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","14-04-2026 18:00:00",19.786089,72.757971,OZONE,32,53,39
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","14-04-2026 18:00:00",19.962900,79.298714,PM10,112,158,137
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","14-04-2026 18:00:00",19.962900,79.298714,NO2,31,37,34
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","14-04-2026 18:00:00",19.962900,79.298714,NH3,NA,NA,NA
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","14-04-2026 18:00:00",19.9775302,79.2337086,PM2.5,36,110,58
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","14-04-2026 18:00:00",19.9775302,79.2337086,PM10,94,123,111
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","14-04-2026 18:00:00",19.9775302,79.2337086,NO2,NA,NA,NA
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","14-04-2026 18:00:00",20.918946,74.776388,SO2,5,25,13
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB","14-04-2026 18:00:00","19.2268427 ","73.0788456 ",CO,12,48,22
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","14-04-2026 18:00:00",19.1878657,72.8304069,CO,8,30,13
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","14-04-2026 18:00:00",19.1750,72.9419,PM2.5,19,53,26
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","14-04-2026 18:00:00",19.1750,72.9419,NH3,NA,NA,NA
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","14-04-2026 18:00:00",18.897756,72.813320,CO,16,33,26
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","14-04-2026 18:00:00",18.897756,72.813320,OZONE,20,68,58
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","14-04-2026 18:00:00",19.000084,72.856730,PM10,55,108,71
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","14-04-2026 18:00:00",19.000084,72.856730,NH3,6,11,8
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","14-04-2026 18:00:00",19.060498,72.923356,CO,10,96,21
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","14-04-2026 18:00:00",19.10078,72.87462,SO2,7,8,7
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","14-04-2026 18:00:00",18.910000,72.820000,NO2,28,28,28
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","14-04-2026 18:00:00",18.910000,72.820000,NH3,4,4,4
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","14-04-2026 18:00:00",19.04946,72.9230,NH3,9,16,12
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","14-04-2026 18:00:00",19.04946,72.9230,SO2,1,3,1
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","14-04-2026 18:00:00",19.04946,72.9230,CO,20,82,45
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","14-04-2026 18:00:00",19.205800,72.868200,NO2,36,36,36
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","14-04-2026 18:00:00",19.205800,72.868200,NH3,4,4,4
